Time5,Brightness5
11,58
18,62
24,62
31,64
37,66
45,65
51,64
58,66
64,67
71,66
77,65
84,67
91,68
98,66
104,66
111,68
117,68
124,67
131,67
138,69
144,68
151,67
157,69
164,69
171,68
178,68
184,70
191,70
198,68
204,69
211,70
218,69
225,68
231,70
238,70
244,69
251,69
258,71
265,69
271,69
278,70
285,70
291,69
299,69
305,71
312,70
318,69
326,69
334,70
344,70
352,70
360,71
368,71
376,70
385,69
393,68
401,68
410,67
418,67
427,67
435,68
443,68
451,69
459,69
467,69
477,68
485,67
493,67
501,66
509,65
518,64
526,64
534,64
543,65
551,65
560,66
568,66
576,66
584,65
592,64
601,63
610,63
618,62
626,62
634,61
643,61
651,62
659,63
667,63
676,63
685,62
693,61
701,61
709,60
717,60
726,60
734,59
743,59
751,59
759,60
768,61
776,61
784,61
792,61
800,60
809,60
818,60
826,59
834,59
842,59
850,59
859,59
867,60
876,62
884,62
892,61
901,61
909,61
917,61
925,61
933,61
943,60
951,60
959,61
967,62
975,63
984,64
992,64
1000,64
1010,63
1019,63
1029,64
1038,64
1047,65
1056,64
1065,64
1076,65
1085,65
1094,66
1103,66
1113,66
1122,67
1131,66
1141,67
1150,67
1160,67
1169,68
1178,68
1187,68
1197,68
1207,69
1216,69
1225,68
1234,69
1244,69
1253,69
1262,69
1272,69
1282,70
1291,69
1300,70
1309,69
1318,70
1328,70
1337,69
1347,70
1356,69
1366,70
1375,70
1384,69
1393,70
1402,69
1413,69
1422,69
1431,69
1440,69
1449,68
1459,69
1468,68
1478,68
1487,68
1497,67
1506,68
1515,67
1524,67
1533,67
1544,66
1553,66
1562,65
1571,66
1581,65
1590,64
1599,65
1609,64
1618,65
1628,64
1637,63
1646,63
1655,62
1665,63
1675,62
1684,62
1693,62
1702,61
1712,62
1721,61
1730,61
1740,61
1750,60
1759,60
1768,60
1777,61
1786,60
1796,60
1806,59
1815,59
1824,60
1833,60
1843,60
1852,59
1861,59
1871,60
1881,59
1890,60
1899,60
1908,59
1917,60
1927,59
1936,61
1946,61
1955,60
1965,60
1974,60
1983,61
1992,61
2001,61
2012,61
2021,61
2030,62
2039,62
2049,63
2058,63
2067,63
2077,63
2086,63
2096,64
2105,64
2114,64
2123,65
2132,64
2143,66
2152,65
2161,66
2170,66
2180,66
2189,67
2198,66
2208,67
2217,67
2227,67
2236,68
2245,67
2254,68
2264,68
2274,68
2283,69
2292,68
2301,69
2311,68
2320,69
2329,69
2339,69
2349,70
2358,69
2367,69
2376,69
2385,69
2395,70
2405,69
2414,69
2423,69
2433,69
2442,70
2451,69
2460,69
2470,68
2480,69
2489,69
2498,68
2507,68
2516,68
2526,68
2535,67
2545,67
2554,67
2564,66
2573,67
2582,66
2591,66
2600,66
2611,65
2620,66
2629,65
2638,65
2648,64
2657,63
2666,64
2676,63
2685,64
2695,63
2704,62
2713,63
2722,62
2732,63
2742,62
2751,61
2760,61
2769,60
2779,61
2788,61
2797,61
2807,60
2817,60
2826,60
2835,60
2844,60
2853,60
2863,59
2873,59
2882,59
2891,60
2900,60
2910,59
2919,59
2928,59
2938,60
2948,60
2957,60
2966,60
2975,59
2984,60
2994,60
3004,61
3013,61
3022,60
3032,61
3041,61
3050,62
3059,62
3069,61
3079,62
3088,61
3097,63
3106,63
3116,63
3125,63
3135,63
3144,64
3153,64
3163,65
3172,65
3181,64
3190,65
3200,65
3210,66
3219,66
3228,66
3237,67
3247,66
3256,67
3265,67
3275,68
3284,68
3294,67
3303,68
3312,68
3321,69
3331,68
3341,68
3350,69
3359,69
3368,69
3378,68
3387,69
3396,70
3406,69
3416,70
3425,69
3434,69
3443,70
3452,69
3462,70
3472,69
3481,69
3490,69
3500,69
3509,69
3518,68
3527,69
3537,68
3547,68
3556,69
3565,67
3574,68
3584,67
3593,68
3603,67
3612,66
3621,67
3631,66
3640,66
3649,66
3658,65
3668,66
3678,65
3687,65
3696,64
3705,64
3715,64
3724,63
3733,64
3743,63
3752,63
3762,62
3771,62
3780,62
3789,62
3799,62
3809,62
3818,61
3827,61
3836,60
3846,61
3855,61
3864,60
3874,60
3884,59
3893,60
3902,60
3911,60
3920,59
3930,59
3940,59
3949,59
3958,60
3968,59
3977,59
3986,59
3995,59
4005,60
4015,60
4024,60
4033,59
4042,59
4051,61
4061,61
4071,61
4080,61
4089,60
4099,61
4108,61
4117,62
4126,62
4136,62
4146,63
4155,62
4164,63
4173,63
4183,63
4192,64
4202,64
4211,65
4220,65
4230,65
4239,65
4248,65
4257,66
4268,66
4277,67
4286,66
4295,66
4304,67
4314,67
4323,68
4332,67
4342,68
4352,69
4361,68
4370,69
4379,68
4388,69
4398,69
4408,69
4417,69
4426,69
4435,69
4445,69
4454,69
4463,70
4473,69
4483,69
4492,69
4501,69
4510,70
4519,69
4529,69
4539,69
4548,69
4557,69
4567,68
4576,69
4585,68
4594,68
4604,68
4614,67
4623,68
4632,67
4641,67
4651,67
4660,67
4670,67
4679,66
4688,66
4698,66
4707,66
4716,65
4725,64
4736,65
4745,64
4754,65
4763,64
4772,63
4782,63
4791,63
4801,63
4810,63
4819,62
4829,62
4838,61
4847,62
4856,61
4867,61
4876,61
4885,60
4894,61
4903,60
4913,61
4922,60
4931,59
4941,59
4951,59
4960,60
4969,60
4978,59
4987,59
4997,59
5007,60
5016,60
5025,59
5035,59
5044,59
5053,60
5062,60
5072,60
5082,60
5091,60
5100,60
5109,60
5118,61
5128,61
5138,61
5147,61
5156,61
5166,62
5175,62
5184,62
5193,62
5203,62
5213,63
5222,63
5231,64
5240,64
5250,64
5259,65
5269,65
5278,66
5287,65
5297,66
5306,66
5315,66
5324,67
5335,67
5344,67
5353,68
5362,67
5371,68
5381,68
5390,68
5400,68
5409,68
5419,69
5428,69
5437,69
5446,69
5455,69
5466,70
5475,69
5484,70
5493,69
5502,70
5512,70
5521,69
5530,70
5540,69
5550,70
5559,69
5568,69
5577,70
5586,69
5596,69
5606,69
5615,69
5624,69
5634,68
5643,69
5652,68
5661,68
5671,68
5681,67
5690,68
5699,67
5708,67
5718,67
5727,66
5737,67
5746,66
5755,66
5765,65
5774,65
5783,65
5792,64
5803,65
5812,64
5821,64
5830,63
5839,62
5849,63
5858,63
5868,63
5877,63
5886,62
5896,62
5905,61
5914,62
5923,61
5934,61
5943,60
5952,60
5961,61
5970,60
5980,60
5989,60
5999,59
6008,60
6018,60
6027,60
6036,60
6045,59
6054,59
6065,59
6074,60
6083,60
6092,60
6102,59
6111,59
6120,61
6129,60
6139,61
6149,60
6158,60
6167,61
6176,61
6185,62
6195,62
6205,61
6214,62
6223,62
6233,63
6242,63
6251,63
6260,63
6270,63
6280,64
6289,64
6298,65
6307,65
6317,64
6326,66
6336,65
6345,66
6354,66
6364,66
6373,67
6382,67
6391,67
6402,67
6411,67
6420,68
6429,68
6438,68
6448,68
6457,69
6467,69
6476,69
6486,69
6495,69
6504,69
6513,69
6522,69
6533,70
6542,69
6551,70
6560,69
6569,69
6579,70
6588,69
6598,70
6607,69
6617,70
6626,70
6635,69
6644,70
6653,69
6664,69
6673,69
6682,68
6691,69
6701,68
6710,68
6719,68
6728,68
6738,68
6748,67
6757,67
6766,67
6775,67
6785,66
6794,65
6804,66
6813,65
6822,66
6832,65
6841,64
6850,65
6859,64
6870,64
6879,64
6888,63
6897,63
6906,62
6916,63
6925,62
6935,62
6944,62
6953,61
6963,62
6972,61
6981,62
6990,61
7001,60
7010,60
7019,60
7028,61
7037,61
7047,60
7056,60
7066,59
7075,61
7085,60
7094,60
7103,60
7112,59
7121,60
7132,60
7141,60
7150,60
7159,60
7169,60
7178,60
7187,61
7197,61
7206,61
7216,61
7225,61
7234,62
7243,62
7252,62
7263,62
7272,62
7281,63
7290,63
7300,64
7309,64
7318,63
7328,64
7337,64
7347,65
7356,65
7365,65
7374,66
7384,65
7393,67
7403,66
7412,67
7421,67
7431,67
7440,68
7449,67
7458,68
7469,68
7478,68
7487,69
7496,68
7505,69
7515,69
7524,69
7534,70
7543,69
7553,70
7562,69
7571,70
7580,70
7589,70
7600,70
7609,69
7618,70
7627,70
7636,70
7646,70
7655,69
7665,70
7674,69
7684,70
7693,70
7702,69
7711,70
7720,69
7731,69
7740,69
7749,68
7758,69
7768,68
7777,68
7786,68
7796,67
7805,68
7815,67
7824,67
7833,67
7842,66
7852,66
7862,65
7871,66
7880,65
7889,65
7899,65
7908,64
7917,64
7926,64
7937,64
7946,64
7955,63
7964,63
7973,62
7983,63
7992,62
8002,62
8011,61
8020,61
8030,62
8039,61
8048,61
8057,61
8068,60
8077,61
8086,60
8095,61
8104,60
8114,60
8123,60
8133,60
8142,61
8152,61
8161,60
8170,60
8179,59
8188,61
8199,61
8208,61
8217,61
8226,60
8236,61
8245,61
8254,62
8264,62
8273,61
8283,62
8292,62
8301,63
8310,63
8320,63
8330,63
8339,63
8348,64
8357,64
8367,64
8376,64
8385,64
8395,65
8404,65
8414,66
8423,66
8432,66
8441,67
8451,66
8461,67
8470,67
8479,67
8488,68
8498,67
8507,68
8516,68
8525,69
8536,69
8545,68
8554,69
8563,69
8572,69
8582,69
8591,69
8601,70
8610,69
8620,70
8629,69
8638,70
8647,71
8656,70
8667,70
8676,69
8685,70
8694,70
8704,70
8713,70
8722,69
8732,70
8741,69
8751,69
8760,70
8769,69
8778,69
8787,68
8798,68
8807,69
8816,68
8825,68
8835,68
8844,68
8853,68
8863,67
8872,67
8882,66
8891,67
8900,66
8909,65
8919,66
8929,65
8938,65
8947,65
8956,64
8966,64
8975,63
8984,64
8994,63
9004,63
9013,63
9022,62
9031,62
9040,62
9050,62
9060,62
9069,61
9078,61
9088,61
9097,62
9106,61
9115,60
9124,60
9135,60
9144,61
9153,60
9162,60
9171,60
9181,60
9190,60
9200,60
9209,60
9219,60
9228,60
9237,60
9246,60
9255,61
9266,61
9275,61
9284,60
9293,60
9303,62
9312,62
9321,62
9331,62
9340,61
9350,63
9359,62
9368,63
9377,63
9387,63
9397,64
9406,63
9415,65
9424,64
9434,65
9443,65
9452,65
9462,66
9472,66
9481,66
9490,67
9499,66
9508,67
9518,67
9528,68
9537,67
9546,67
9555,68
9565,68
9574,69
9583,68
9593,69
9603,70
9612,69
9621,70
9630,69
9639,70
9649,70
9659,70
9668,70
9677,69
9687,70
9696,70
9705,70
9714,70
9723,70
9734,70
9743,69
9752,70
9761,70
9771,69
9780,70
9789,69
9799,69
9808,69
9818,69
9827,69
9836,68
9845,69
9854,68
9865,68
9874,68
9883,67
9892,68
9902,67
9911,67
9920,67
9930,66
9939,67
9949,66
9958,66
9967,65
9976,64
9986,65
9996,64
10005,65
10015,66
10025,64
10036,64
10046,63
10056,62
10067,62
10078,61
10088,61
10098,62
10108,63
10119,63
10130,62
10140,61
10150,61
10161,60
10171,60
10181,59
10192,59
10203,60
10213,61
10223,61
10233,61
10244,60
10254,60
10265,60
10275,60
10286,59
10296,59
10306,60
10316,62
10328,62
10338,62
10348,61
10358,61
10369,61
10379,61
10389,61
10400,61
10411,62
10421,64
10431,65
10441,65
10451,65
10463,64
10473,64
10483,64
10493,64
10504,64
10514,65
10525,67
10535,68
10546,68
10556,68
10566,67
10576,67
10587,66
10598,66
10608,67
10618,68
10629,69
10639,70
10649,71
10660,71
10671,70
10681,69
10691,69
10701,68
10712,69
10722,70
10733,70
10743,71
10754,71
10764,71
10774,71
10784,70
10796,69
10806,68
10816,68
10826,69
10836,70
10847,70
10858,71
10868,71
10878,70
10889,69
10899,68
10909,67
10919,67
10931,67
10941,67
10951,68
10961,68
10972,68
10982,67
10993,66
11003,65
11014,64
11024,64
11034,63
11044,64
11055,65
11066,66
11076,65
11086,64
11097,63
11107,63
11117,62
11128,61
11139,61
11149,61
11159,62
11169,63
11180,62
11191,61
11201,61
11211,60
11222,60
11232,60
11242,59
11252,59
11264,60
11274,61
11284,61
11294,61
11304,60
11315,60
11326,60
11336,60
11346,59
11357,60
11367,60
11377,62
11387,63
11399,62
11409,62
11419,62
11429,61
11440,61
11450,61
11461,62
11471,63
11482,64
11492,65
11502,65
11512,65
11524,65
11534,64
11544,64
11554,64
11565,64
11575,66
11585,67
11596,68
11607,69
11617,68
11627,68
11637,67
11648,67
11659,66
11669,67
11679,68
11689,69
11700,70
11710,71
11720,71
11731,70
11742,69
11752,69
11762,68
11772,69
11783,69
11794,70
11804,71
11814,71
11825,71
11835,71
11845,70
11856,69
11867,68
11877,68
11887,69
11897,69
11908,70
11918,70
11929,70
11939,70
11950,68
11960,67
11970,67
11980,66
11992,66
12002,67
12012,68
12022,68
12033,68
12043,67
12053,66
12064,65
12075,64
12085,63
12095,63
12105,64
12115,65
12127,65
12137,65
12147,64
12157,63
12168,62
12178,61
12189,61
12199,60
12210,60
12220,62
12230,62
12240,62
12251,61
12262,61
12272,60
12282,60
12293,59
12303,59
12313,59
12324,60
12335,61
12345,61
12355,61
12365,60
12376,60
12386,60
12397,60
12407,59
12418,60
12428,61
12438,62
12448,63
12460,62
12470,62
12480,62
12490,62
12500,62
12511,61
12522,62
12532,63
12542,65
12553,66
12563,66
12573,65
12583,65
12595,65
12605,64
12615,64
12625,65
12636,66
12646,67
12657,68
12667,69
12678,69
12688,68
12698,68
12708,67
12719,67
12730,67
12740,69
12750,69
12761,70
12771,71
12781,71
12792,70
12803,69
12813,69
12823,68
12833,69
12844,69
12855,70
12865,71
12875,71
12886,71
12896,71
12906,70
12916,69
12928,68
12938,68
12948,69
12958,69
12968,70
12979,70
12990,70
13000,69
13010,68
13021,67
13031,66
13041,66
13051,66
13063,67
13073,67
13083,68
13093,67
13104,66
13114,66
13125,65
13135,64
13146,63
13156,63
13166,63
13176,64
13188,65
13198,64
13208,63
13218,62
13229,62
13239,61
13249,61
13260,60
13271,60
13281,61
13291,62
13301,62
13312,61
13323,60
13333,60
13343,60
13353,59
13364,59
13374,59
13384,60
13395,61
13406,61
13416,61
13426,61
13436,60
13447,60
13458,60
13468,60
13478,60
13489,61
13499,62
13509,63
13520,63
13531,62
13541,62
13551,62
13561,62
13572,62
13582,62
13593,64
13603,65
13614,66
13624,66
13634,66
13644,65
13656,65
13666,65
13676,64
13686,65
13697,67
13707,68
13717,69
13728,69
13739,69
13749,68
13759,68
13769,67
13779,67
13791,68
13801,69
13811,70
13821,70
13832,71
13842,71
13853,70
13863,70
13874,69
13884,68
13894,69
13904,70
13915,70
13926,71
13936,71
13946,71
13957,71
13967,70
13977,69
13988,68
13999,68
14009,68
14019,69
14029,69
14040,70
14050,70
14061,69
14071,68
14082,67
14092,66
14102,65
14112,66
14124,66
14134,67
14144,67
14154,67
14164,66
14175,65
14186,64
14196,63
14206,63
14217,62
14227,63
14237,64
14247,64
14259,64
14269,63
14279,62
14289,61
14300,61
14310,60
14321,60
14331,60
14342,61
14352,62
14362,62
14372,61
14383,60
14394,60
14404,60
14414,59
14425,59
14435,59
14445,60
14456,61
14467,61
14477,61
14487,61
14497,60
14508,60
14519,60
14529,60
14539,60
14550,61
14560,63
14570,63
14580,63
14592,63
14602,63
14612,62
14622,62
14632,62
14643,63
14654,64
14664,65
14674,66
14685,67
14695,66
14705,66
14715,65
14727,65
14737,65
14747,65
14757,67
14768,68
14778,69
14789,70
14799,70
14810,69
14820,68
14830,68
14840,67
14852,68
14862,69
14872,70
14882,71
14893,71
14903,71
14913,70
14924,70
14935,69
14945,68
14955,69
14965,69
14976,70
14987,71
14997,71
15007,71
15017,70
15028,69
15038,68
15048,67
15059,67
15070,68
15080,69
15090,69
15100,70
15111,70
15122,69
15132,67
15142,66
15153,66
15163,65
15173,65
15184,66
15195,67
15205,67
15215,67
15225,65
15236,65
15246,64
15257,63
15267,62
15278,62
15288,62
15298,63
15308,64
15320,63
15330,63
15340,62
15350,61
15361,61
15371,60
15381,60
15392,60
15403,61
15413,62
15423,61
15433,61
15443,60
15455,60
15465,60
15475,59
15485,59
15496,59
15506,60
15517,61
15527,61
15538,61
15548,61
15558,61
15568,60
15579,60
15590,60
15600,60
15610,62
15621,63
15631,64
15641,64
15652,63
15663,63
15673,63
15683,63
15693,62
15704,63
15714,64
15725,66
15735,67
15746,67
15756,67
15766,66
15776,66
15788,66
15798,65
15808,66
15818,67
15828,68
15839,69
15850,70
15860,70
15870,69
15881,68
15891,68
15901,68
15911,68
15923,69
15933,70
15943,71
15953,71
15964,71
15974,71
15985,70
15995,69
16006,68
16016,69
16026,69
16036,70
16048,71
16058,71
16068,71
16078,70
16089,69
16099,68
16109,67
16120,67
16131,68
16141,68
16151,69
16161,70
16172,69
16183,68
16193,67
16203,66
16214,65
16224,65
16234,65
16244,65
16256,66
16266,67
16276,66
16286,65
16296,64
16307,63
16318,63
16328,62
16338,61
16349,62
16359,63
16369,63
16379,63
16391,62
16401,62
16411,61
16421,60
16432,60
16442,60
16453,60
16463,61
16474,61
16484,61
16494,61
16504,60
16516,60
16526,60
16536,59
16546,59
16557,59
16567,60
16577,61
16588,62
16599,61
16609,61
16619,61
16629,61
16640,60
16651,60
16661,61
16671,62
16681,63
16692,64
16702,64
16712,64
16723,63
16734,63
16744,63
16754,63
16764,63
16775,65
16786,66
16796,67
16806,68
16817,67
16827,67
16837,66
16848,66
16859,66
16869,66
16879,68
16889,69
16900,70
16910,70
16921,70
16931,69
16942,69
16952,68
16962,68
16972,68
16984,69
16994,70
17004,71
17014,71
17025,71
17035,71
17045,70
17056,69
17067,68
17077,69
17087,69
17097,70
17107,71
17119,71
17129,71
17139,70
17149,69
17160,68
17170,67
17181,67
17191,68
17202,68
17212,69
17222,69
17232,69
17243,68
17254,67
17264,66
17274,65
17285,64
17295,64
17305,65
17316,66
17327,66
17337,66
17347,65
17357,64
17368,63
17378,62
17389,61
17399,61
17410,61
17420,62
17430,63
17440,62
17452,61
17462,60
17472,60
17482,59
17492,59
17503,59
17514,59
17524,60
17534,61
17545,61
17555,61
17565,61
17575,61
17587,61
17597,61
17607,61
17617,62
17628,63
17638,64
17649,64
17659,64
17670,64
17680,64
17690,63
17700,63
17711,63
17722,64
17732,65
17742,66
17753,67
17763,67
17773,67
17784,66
17795,66
17805,66
17815,66
17825,66
17836,68
17847,69
17857,70
17867,70
17878,70
17888,69
17898,69
17908,68
17920,68
17930,69
17940,70
17950,71
17960,72
17971,73
17982,73
17992,72
18002,71
18013,71
18023,70
18033,71
18043,72
18055,72
18065,73
18075,73
18085,73
18096,73
18106,72
18117,71
18127,70
18138,71
18148,71
18158,72
18168,73
18180,73
18190,73
18200,72
18210,71
18221,70
18231,69
18241,69
18252,69
18263,70
18273,70
18283,71
18293,70
18304,69
18315,68
18325,67
18335,66
18345,65
18356,65
18366,66
18376,66
18387,67
18398,66
18408,65
18418,64
18428,64
18439,63
18450,62
18460,62
18470,62
18481,63
18491,64
18501,63
18512,63
18523,62
18533,62
18543,61
18553,61
18564,60
18574,60
18585,61
18595,62
18606,62
18616,62
18626,61
18636,61
18648,60
18658,60
18668,60
18678,60
18689,62
18699,63
18709,63
18720,63
18731,62
18741,62
18751,62
18761,62
18771,62
18783,63
18793,64
18803,66
18813,67
18824,67
18834,67
18845,66
18855,66
18866,66
18876,66
18886,67
18896,68
18907,69
18918,70
18928,71
18938,71
18949,70
18959,70
18969,69
18980,69
18991,70
19001,71
19011,72
19021,73
19032,74
19042,74
19053,73
19063,72
19074,71
19084,71
19094,72
19104,73
19116,73
19126,74
19136,74
19146,74
19156,74
19167,73
19178,72
19188,71
19198,71
19209,72
19219,73
19229,73
19239,74
19251,74
19261,73
19271,72
19281,71
19292,70
19302,70
19313,70
19323,71
19334,71
19344,72
19354,71
19364,70
19376,69
19386,69
19396,68
19406,67
19417,67
19427,68
19437,68
19448,69
19459,68
19469,67
19479,66
19489,66
19500,65
19511,65
19521,64
19531,64
19542,65
19552,66
19562,65
19572,65
19584,64
19594,64
19604,63
19614,63
19624,63
19635,63
19646,64
19656,65
19666,64
19677,64
19687,64
19697,63
19707,63
19719,63
19729,63
19739,63
19749,64
19760,65
19770,66
19781,65
19791,65
19802,65
19812,65
19822,65
19832,64
19844,65
19854,66
19864,68
19874,68
19885,68
19895,68
19905,68
19916,67
19927,67
19937,67
19947,68
19957,69
19968,70
19979,71
19989,72
19999,71
20009,71
20020,70
20030,70
20040,70
20051,70
20062,71
20072,72
20082,73
20092,74
20103,74
20114,73
20124,72
20134,71
20145,71
20155,72
20165,72
20176,73
20187,74
20197,74
20207,74
20217,73
20228,72
20238,71
20249,71
20259,71
20270,72
20280,72
20290,73
20300,73
20312,73
20322,72
20332,71
20342,70
20353,69
20363,69
20373,69
20384,70
20395,70
20405,71
20415,71
20425,69
20435,68
20447,68
20457,67
20467,66
20477,66
20488,67
20498,68
20509,68
20519,67
20530,66
20540,66
20550,65
20560,64
20571,64
20582,63
20592,64
20602,65
20613,65
20623,65
20633,64
20644,64
20655,63
20665,63
20675,63
20685,62
20696,63
20706,64
20717,64
20727,64
20738,64
20748,63
20758,63
20768,63
20780,63
20790,63
20800,63
20810,64
20820,66
20831,66
20842,66
20852,65
20862,65
20873,65
20883,65
20893,65
20903,65
20915,66
20925,68
20935,69
20945,69
20956,68
20966,68
20977,68
20987,67
20998,67
21008,68
21018,69
21028,70
21039,71
21050,72
21060,71
21070,71
21081,70
21091,70
21101,70
21112,71
21123,72
21133,72
21143,73
21153,74
21164,74
21175,73
21185,72
21195,71
21206,71
21216,72
21226,72
21236,73
21248,74
21258,74
21268,74
21278,73
21288,72
21299,71
21310,71
21320,71
21330,72
21341,72
21351,73
21361,73
21372,73
21383,72
21393,71
21403,70
21413,69
21424,69
21434,69
21445,70
21455,70
21466,71
21476,70
21486,69
21496,68
21508,67
21518,66
21528,66
21538,66
21549,66
21559,67
21569,68
21580,67
21591,66
21601,65
21611,65
21621,64
21632,64
21643,63
21653,64
21663,65
21673,65
21684,65
21694,64
21704,64
21715,63
21726,63
21736,63
21746,62
21756,63
21767,64
21778,64
21788,64
21798,64
21809,64
21819,63
21829,63
21840,63
21851,63
21861,63
21871,65
21881,66
21892,66
21902,66
21913,66
21923,65
21934,65
21944,65
21954,65
21964,66
21976,67
21986,68
21996,69
22006,69
22017,69
22027,68
22037,68
22048,68
22059,68
22069,68
22079,70
22089,71
22099,72
22111,72
22121,72
22131,71
22141,71
22152,70
22162,70
22173,71
22183,72
22194,73
22204,73
22214,74
22224,74
22235,73
22246,72
22256,71
22266,71
22277,72
22287,72
22297,73
22308,74
22319,74
22329,74
22339,73
22349,72
22360,71
22370,70
22381,71
22391,71
22402,72
22412,72
22422,73
22432,72
22444,71
22454,70
22464,70
22474,69
22484,68
22495,69
22506,69
22516,70
22526,70
22537,70
22547,69
22557,68
22567,67
22579,66
22589,65
22599,65
22609,66
22620,67
22630,67
22641,67
22651,66
22662,65
22672,64
22682,64
22692,63
22703,63
22714,63
22724,64
22734,65
22745,64
22755,64
22765,63
22776,63
22787,63
22797,62
22807,62
22817,63
22828,64
22839,65
22849,64
22859,64
22870,64
22880,64
22890,63
22900,63
22912,63
22922,64
22932,65
22942,66
22952,67
22963,66
22974,66
22984,66
22994,66
23005,65
23015,65
23025,66
23036,67
23047,69
23057,70
23067,70
23077,69
23088,69
23098,68
23109,68
23119,68
23130,69
23140,70
23150,71
23160,72
23172,73
23182,72
23192,72
23202,71
23213,70
23223,70
23233,71
23244,72
23255,73
23265,73
23275,74
23285,74
23296,73
23307,72
23317,71
23327,71
23337,72
23348,72
23358,73
23368,74
23379,74
23390,74
23400,73
23410,72
23420,71
23431,70
23442,70
23452,71
23462,72
23473,72
23483,73
23493,72
23504,71
23515,70
23525,69
23535,69
23545,68
23556,68
23566,69
23577,70
23587,70
23598,69
23608,68
23618,68
23628,67
23640,66
23650,66
23660,65
23670,66
23681,67
23691,67
23701,67
23712,66
23723,65
23733,65
23743,64
23753,64
23763,63
23775,63
23785,65
23795,65
23805,65
23816,64
23826,64
23837,63
23847,63
23858,63
23868,63
23878,63
23888,64
23899,65
23910,65
23920,65
23930,64
23941,64
23951,64
23961,64
23972,64
23983,64
23993,66
24003,67
24013,68
24024,67
24034,67
24045,67
24055,66
24066,66
24076,66
24086,67
24096,68
24108,70
24118,71
24128,71
24138,70
24148,70
24159,69
24170,69
24180,69
24190,70
24201,71
24211,72
24221,73
24231,73
24243,73
24253,72
24263,72
24273,71
24284,71
24294,72
24305,73
24315,73
24326,74
24336,75
24346,75
24356,74
24368,73
24378,72
24388,72
24398,72
24409,73
24419,74
24429,74
24440,74
24451,74
24461,73
24471,72
24481,72
24492,71
24503,71
24513,71
24523,72
24534,72
24544,73
24554,73
24564,71
24576,70
24586,70
24596,69
24606,68
24616,68
24627,69
24638,70
24648,70
24658,70
24669,69
24679,68
24689,67
24699,66
24711,66
24721,65
24731,66
24741,67
24752,67
24762,67
24773,66
24783,65
24794,65
24804,64
24814,64
24824,63
24836,64
24846,65
24856,65
24866,65
24877,65
24887,64
24897,64
24908,63
24919,63
24929,63
24939,63
24949,65
24960,66
24971,66
24981,65
24991,65
25001,65
25012,65
25022,64
25032,64
25043,65
25054,66
25064,68
25074,68
25084,68
25095,67
25106,67
25116,67
25126,67
25137,67
25147,67
25157,69
25168,70
25179,71
25189,71
25199,71
25209,70
25220,70
25230,69
25241,70
25251,70
25262,72
25272,73
25282,73
25292,74
25304,73
25314,73
25324,72
25334,71
25345,71
25355,72
25365,73
25376,74
25387,74
25397,75
25407,75
25417,74
25427,73
25439,72
25449,72
25459,72
25469,73
25480,73
25490,74
25501,74
25511,74
25522,73
25532,72
25542,71
25552,70
25563,70
25574,71
25584,72
25594,72
25605,73
25615,72
25625,71
25636,70
25647,69
25657,68
25667,68
25677,68
25688,69
25698,69
25709,70
25719,69
25730,68
25740,67
25750,66
25760,66
25772,65
25782,65
25792,65
25802,66
25812,66
25823,66
25834,65
25844,64
25854,64
25865,63
25875,63
25885,63
25895,63
25907,64
25917,65
25927,64
25937,64
25948,64
25958,63
25969,63
25979,63
25990,63
26000,63
26010,64
26020,65
26031,65
26042,65
26052,65
26062,65
26073,64
26083,64
26093,64
26104,65
26115,66
26125,67
26135,68
26145,68
26156,67
26167,67
26177,67
26187,67
26198,67
26208,67
26218,69
26228,70
26240,71
26250,71
26260,71
26270,70
26280,70
26291,69
26302,69
26312,70
26322,71
26333,72
26343,73
26353,74
26363,73
26375,73
26385,72
26395,71
26405,71
26416,72
26426,73
26437,73
26447,74
26458,74
26468,74
26478,73
26488,73
26500,72
26510,71
26520,72
26530,72
26541,73
